stockCode,stockNameEn,stockNameZh
00789,PRIMEVIEW HLDG,領視控股
00794,COME SURE GROUP,錦勝集團（控股）
00798,CEOVU,中電光谷
00799,IGG,IGG
00800,A8 NEW MEDIA,Ａ８新媒體
00801,GOLDEN MEDITECH,金衛醫療
00802,CHINA E-WALLET,中國錢包
00803,PROSPERITY INTL,昌興國際
00804,PINESTONE,鼎石資本
00805,GLENCORE-S,GLENCORE-S
00806,VALUE PARTNERS,惠理集團
00809,GLOBAL BIO-CHEM,大成生化科技
00811,XINHUA WINSHARE,新華文軒
00812,SWSI,西證國際證券
00813,SHIMAO PROPERTY,世茂房地產
00814,JINGKELONG,北京京客隆
00815,CHI SILVER GP,中國白銀集團
00816,HUADIAN FUXIN,華電福新
00817,CHINA JINMAO,中國金茂
00818,HI SUN TECH,高陽科技
00819,TIANNENG POWER,天能動力
00821,VC HOLDINGS,匯盈控股
00822,KA SHUI INT'L,嘉瑞國際
00825,NWDS CHINA,新世界百貨中國
00826,TIANGONG INT'L,天工國際
00827,KO YO GROUP,玖源集團
00828,DYNASTY WINES,王朝酒業
00829,SHENGUAN HLDGS,神冠控股
00830,FAR EAST GLOBAL,遠東環球
00831,CR ASIA,利亞零售
00832,CENTRAL CHINA,建業地產
00833,ALLTRONICS,華訊
00834,KANGDA FOOD,康大食品
00835,ASIA COAL,亞洲煤業
00836,CHINA RES POWER,華潤電力
00837,CARPENTER TAN,譚木匠
00838,EVA HOLDINGS,億和控股
00840,TIANYE WATER,天業節水
00841,CASSAVA RES,木薯資源
00842,LEOCH INT'L,理士國際
00844,GRAND CONCORD,廣豪國際
00845,GLORIOUS PPT H,恒盛地產
00846,MINGFA GROUP,明發集團
00847,KAZ MINERALS-S,哈薩克礦業—Ｓ
00848,MAOYE INT'L,茂業國際
00850,TOURONG CHANGFU,投融長富
00851,SHENG YUAN HLDG,盛源控股
00852,STRONG PETRO,海峽石油化工
00853,MICROPORT,微創醫療
00854,WILLAS-ARRAY,威雅利
00855,CHINA WATER,中國水務
00856,VST HOLDINGS,偉仕控股
00857,PETROCHINA,中國石油股份
00858,EXTRAWELL PHAR,精優藥業
00859,HENRY GROUP,鎮科集團
00860,O LUXE HOLD,奧立仕控股
00861,DC HOLDINGS,神州控股
00862,VISION VALUES,遠見控股
00863,BRANDINGCHINA,品牌中國
00864,WING LEE PPT,永利地產發展
00865,JIANDE INT'L,建德國際控股
00866,CHINA QINFA,中國秦發
00867,CMS,康哲藥業
00868,XINYI GLASS,信義玻璃
00869,PLAYMATES TOYS,彩星玩具
00871,CH DREDG ENV,中國疏浚環保
00872,TUS INTL,啟迪國際
00873,C TAIFENG BED,中國泰豐床品
00874,BAIYUNSHAN PH,白雲山
00875,CHINA FIN INV,中國金控
00876,MEGA MEDICAL,美加醫學
00877,O-NET TECH GP,昂納科技集團
00878,SOUNDWILL HOLD,金朝陽集團
00880,SJM HOLDINGS,澳博控股
00881,ZHONGSHENG HLDG,中升控股
00882,TIANJIN DEV,天津發展
00883,CNOOC,中國海洋石油
00884,CIFI HOLD GP,旭輝控股集團
00885,RENTIAN TECH,仁天科技控股
00886,SILVER BASE,銀基集團
00887,EMPEROR WATCH&J,英皇鐘錶珠寶
00888,ROADSHOW,路訊通
00889,DATRONIX HOLD,連達科技控股
00891,TRINITY,利邦
00893,CHINAVTM MINING,中國鐵鈦
00894,MAN YUE TECH,萬裕科技
00895,DONGJIANG ENV,東江環保
00896,HANISON,興勝創建
00897,WAI YUEN TONG,位元堂
00898,MULTIFIELD INTL,萬事昌國際
00899,ASIA RESOURCES,亞洲資源
00900,AEON CREDIT,AEON CREDIT
00902,HUANENG POWER,華能國際電力股份
00903,TPV TECHNOLOGY,冠捷科技
00904,CHINA GREEN,中綠
00906,COFCO PACKAGING,中糧包裝
00907,ELEGANCEOPTICAL,高雅光學
00908,ZHUHAI H INV,珠海控股投資
00909,ZHONGDA INT'L,中大國際
00910,CHINA SANDI,中國三迪
00911,QIANHAI HEALTH,前海健康
00912,SUGA INT'L,信佳國際
00914,ANHUI CONCH,安徽海螺水泥股份
00915,DAOHE GLOBAL,道和環球
00916,CHINA LONGYUAN,龍源電力
00918,TAKSON HOLDINGS,第一德勝控股
00919,MODERN BEAUTY,現代美容
00921,HISENSE KELON,海信科龍
00922,ANXIANYUAN CH,安賢園中國
00923,IWS,綜合環保集團
00925,BJ PROPERTIES,北京建設
00926,BESUNYEN,碧生源
00927,FUJIKON IND,富士高實業
00928,LIFE HEALTHCARE,蓮和醫療
00929,IPE GROUP,國際精密
00931,CHINA LNG,中國天然氣
00932,RM GROUP,御藥堂
00933,BRIGHTOIL,光匯石油
00934,SINOPEC KANTONS,中石化冠德
00935,DRAGON CROWN,龍翔集團
00936,EAGLE LEGEND,鵬程亞洲
00938,MAN SANG INT'L,民生國際
00939,CCB,建設銀行
00940,C ANIMAL HEALTH,中國動物保健品
00941,CHINA MOBILE,中國移動
00943,EFORCE HOLDINGS,意科控股
00945,MANULIFE-S,宏利金融—Ｓ
00947,MOBI DEV,摩比發展
00948,Z-OBEE,融達控股
00950,LEE'S PHARM,李氏大藥廠
00951,CHAOWEI POWER,超威動力
00952,QUAM,華富國際
00953,SHAW BROTHERS,邵氏兄弟控股
00954,CHANGMAO BIO,常茂生物
00956,CHINA SUNTIEN,新天綠色能源
00958,HN RENEWABLES,華能新能源
00959,AMAX INT HOLD,奧瑪仕國際
00960,LONGFOR PPT,龍湖地產
00963,BLOOMAGE BIOTEC,華熙生物科技
00966,CHINA TAIPING,中國太平
00967,SOUND GLOBAL,桑德國際
00968,XINYI SOLAR,信義光能
00969,HUA LIEN INT'L,華聯國際
00970,SPARKLE ROLL,耀萊集團
00973,L'OCCITANE,L'OCCITANE
00974,SKL,中國順客隆
00975,MONGOL MINING,MONGOL MINING
00976,CHIHO-TIANDE,齊合天地
00978,CHI MER LAND,招商局置地
00979,GREEN ENERGY GP,綠色能源科技集團
00980,LIANHUA,聯華超市
00981,SMIC,中芯國際
00982,IONE HOLDINGS,卓智控股
00983,SOCAM DEV,瑞安建業
00984,AEON STORES,永旺
00985,NETMIND FIN,網智金控
00986,CH ENV ENERGY,中國環保能源
00987,CH RENEW EN INV,中國再生能源投資
00988,LOUDONG GN RES,樓東俊安資源
00989,GROUND INTL DEV,廣澤國際發展
00990,THEME INT'L,榮暉國際
00991,DATANG POWER,大唐發電
00992,LENOVO GROUP,聯想集團
00993,HUARONG INT FIN,華融金控
00995,ANHUIEXPRESSWAY,安徽皖通高速公路
00996,CARNIVAL GROUP,嘉年華國際
00997,CHINLINK INTL,普匯中金國際
00998,CITIC BANK,中信銀行
00999,I.T,I.T
01000,BEIJING MEDIA,北青傳媒
01001,HK SH ALLIANCE,滬港聯合
01002,V.S. INT'L,威鋮國際
01003,HUANXI MEDIA,歡喜傳媒
01004,C SMARTERENERGY,中國智慧能源
01005,MATRIX HOLDINGS,MATRIX HOLDINGS
01006,CHANGSHOUHUA,長壽花食品
01007,DAQING DAIRY,大慶乳業
01008,BRILLIANT CIR,貴聯控股
01009,INT'L ENT,國際娛樂
01010,PACRAY INT'L,太睿國際控股
01011,NT PHARMA,泰凌醫藥
01013,WAI CHUN GROUP,偉俊集團控股
01019,CONVOY,康宏環球
01020,CYBERNAUT INT'L,賽伯樂國際控股
01021,MIDAS HLDGS-S,麥達斯控股—Ｓ
01022,FEIYU,飛魚科技
01023,SITOY GROUP,時代集團控股
01026,UNIVERSAL TECH,環球實業科技
01027,CHINA JICHENG,中國集成控股
01028,C.BANNER,千百度
01029,IRC,鐵貨
01030,FUTURE LAND,新城發展控股
01031,KINGSTON FIN,金利豐金融
01033,SINOPEC SSC,中石化油服
01035,BBI LIFE SCI,ＢＢＩ生命科學
01036,VANKE PPT OVS,萬科置業海外
01037,MAXNERVA TECH,雲智匯科技
01038,CKI HOLDINGS,長江基建集團
01039,FORTUNET E-COMM,鑫網易商
01041,LAMTEX HLDGS,林達控股
01043,COSLIGHT TECH,光宇國際集團科技
01044,HENGAN INT'L,恒安國際
01045,APT SATELLITE,亞太衛星
01046,UNI INTL FIN,寰宇國際金融
01047,NGAI HING HONG,毅興行
01048,YORKSHINE HLDGS,煜新控股
01049,CELESTIAL ASIA,時富投資
01050,KARRIE INT'L,嘉利國際
01051,G-RESOURCES,國際資源
01052,YUEXIUTRANSPORT,越秀交通基建
01053,CHONGQING IRON,重慶鋼鐵股份
01055,CHINA SOUTH AIR,中國南方航空股份
01057,ZHEJIANG SHIBAO,浙江世寶
01058,GUANGDONG TANN,粵海制革
01059,KANTONE HOLDING,看通集團
01060,ALI PICTURES,阿里影業
01061,ESSEX BIO-TECH,億勝生物科技
01063,SUNCORP TECH,新確科技
01064,ZHONG HUA INT'L,中華國際
01065,TIANJIN CAPITAL,天津創業環保股份
01066,WEIGAO GROUP,威高股份
01068,YURUN FOOD,雨潤食品
01069,CA LOW-CARBON,中國農林低碳
01070,TCL MULTIMEDIA,ＴＣＬ多媒體
01071,HUADIAN POWER,華電國際電力股份
01072,DONGFANG ELEC,東方電氣
01073,CHINA AGROTECH,浩倫農科
01075,CAPINFO,首都信息
01076,IMPERIAL PAC,博華太平洋
01079,PINE TECH,松景科技
01080,SHENGLI PIPE,勝利管道
01082,HK EDU INTL,香港教育國際
01083,TOWNGAS CHINA,港華燃氣
01085,HXTL,亨鑫科技
01086,GOODBABY INTL,好孩子國際
01087,INVESTECH HLDGS,威訊控股
01088,CHINA SHENHUA,中國神華
01089,LEYOU TECH H,樂遊科技控股
01090,DA MING INT'L,大明國際
01091,CITIC DAMENG,中信大錳
01093,CSPC PHARMA,石藥集團
01094,C P PROCUREMENT,中國公共採購
01096,SINO ENERGY INT,中能國際控股
01097,I-CABLE COMM,有線寬頻
01098,ROAD KING INFRA,ROAD KING INFRA
01099,SINOPHARM,國藥控股
01100,MAINLAND HOLD,飛達控股
01101,HUARONG ENERGY,華榮能源
01102,ENVIRO ENERGY,環能國際
01103,DASHENG AGR FIN,大生農業金融
01104,APAC RESOURCES,亞太資源
01105,SING TAO,星島
01106,SINO HAIJING,中國海景
01107,MODERN LAND,當代置業
01108,LUOYANG GLASS,洛陽玻璃股份
01109,CHINA RES LAND,華潤置地
01110,KINGWORLD,金活醫藥集團
01111,CHONG HING BANK,創興銀行
01112,H&H INTL HLDG,H&H國際控股
01113,CK PROPERTY,長實地產
01114,BRILLIANCE CHI,BRILLIANCE CHI
01115,TIBET WATER,西藏水資源
01116,MAYER HOLDINGS,MAYER HOLDINGS
01117,CH MODERN D,現代牧業
01118,GOLIK HOLDINGS,高力集團
01120,ARTS OPTICAL,雅視光學
01121,BAOFENGMODERN,寶峰時尚
01122,QINGLING MOTORS,慶鈴汽車股份
01123,CHINA-HK PHOTO,中港照相
01124,COASTAL GL,沿海家園
01125,LAI FUNG HOLD,麗豐控股
01126,DREAM INT'L,德林國際
01127,1010 PRINTING,匯星印刷
01128,WYNN MACAU,永利澳門
01129,WATER INDUSTRY,中國水業集團
01130,CHINA ENV RES,中國環境資源
01131,AGRITRADE RES,鴻寶資源
01132,ORANGE SKY G H,橙天嘉禾
01133,HARBIN ELECTRIC,哈爾濱電氣
01135,ASIA SATELLITE,ASIA SATELLITE
01136,TCC INT'L HOLD,台泥國際集團
01137,HKTV,香港電視
01138,COSCO SHIP ENGY,中遠海能
01139,VICTORY GROUP,華多利集團
01141,CMBC CAPITAL,民銀資本
01142,SIBERIAN MINING,西伯利亞礦業
01143,CH HCARE ENT,華夏健康產業
01145,COURAGEMARINE,勇利航業
01146,CH OUTFITTERS,中國服飾控股
01148,POWER XINCHEN,新晨動力
01149,ANXIN-CHINA,中國安芯
01150,MILAN STATION,米蘭站
01151,ELEC & ELTEK,依利安達
01152,INFINITY FIN,新融宇集團
01155,CENTRON TELECOM,星辰通信
01157,ZOOMLION,中聯重科
01159,JIMEI INT ENT,集美國際娛樂
01161,WATER OASIS GP,奧思集團
01163,DEJIN RES,德金資源
01164,CGN MINING,中廣核礦業
01165,SFCE,順風清潔能源
01166,SOLARTECH INT'L,星凱控股
01168,SINOLINK HOLD,百仕達控股
01169,HAIER ELEC,海爾電器
01170,KINGMAKER,信星集團
01171,YANZHOU COAL,兗州煤業股份
01172,MIDAS INT'L,勤達集團國際
01173,VEEKO INT'L,威高國際
01174,PACIFIC ANDES,太平洋恩利
01175,FRESH EXP,鮮馳達控股
01176,ZHUGUANG HOLD,珠光控股
01177,SINO BIOPHARM,中國生物製藥
01178,SHARE ECON GP,共享經濟集團
01180,PARADISE ENT,匯彩控股
01181,TANG PALACE,唐宮中國
01182,SUCCESS DRAGON,勝龍國際
01184,S.A.S. DRAGON,S.A.S. DRAGON
01185,CHINA ENERGINE,中國航天萬源
01186,CHINA RAIL CONS,中國鐵建
01187,HAN TANG INTL,漢唐國際控股
01188,HYBRID KINETIC,正道集團
01189,ROSEDALE HOTEL,珀麗酒店
01190,BOLINA,航標控股
01191,YUESHOU ENV,粵首環保
01192,TITAN PETROCHEM,泰山石化
01193,CHINA RES GAS,華潤燃氣
01194,MUNSUN CAPITAL,麥盛資本
01195,KINGWELL GROUP,京維集團
01196,REALORD GROUP,偉祿集團
01197,CHINA HENGSHI,中國恒石
01198,ROYALE FURN,皇朝傢俬
01199,COSCO SHIP PORT,中遠海運港口
01200,MIDLAND HOLDING,美聯集團
01201,TESSON HOLDINGS,天臣控股
01202,CHENGDU PUTIAN,成都普天電纜股份
01203,GUANGNAN (HOLD),廣南（集團）
01205,CITIC RESOURCES,中信資源
01206,TECHNOVATOR,同方泰德
01207,SRE GROUP,上置集團
01208,MMG,五礦資源
01210,CHRISTINE,克莉絲汀
01211,BYD COMPANY,比亞迪股份
01212,LIFESTYLE INT'L,利福國際
01213,MOBICON GROUP,萬保剛集團
01215,KAI YUAN HLDGS,開源控股
01218,EASYKNIT INT'L,永義國際
01219,TENWOW INT'L,天喔國際
01220,ZHIDAO INT'L,志道國際
01221,SINO HOTELS,SINO HOTELS
01222,WANG ON GROUP,WANG ON GROUP
01223,SYMPHONY HOLD,新灃集團
01224,C C LAND,中渝置地
01225,LERADO FIN,隆成金融
01228,SUPERB SUMMIT,奇峰國際
01229,NAN NAN RES,南南資源
01230,YASHILI INT'L,雅士利國際
01231,NEWTON RES,新礦資源
01232,GW TIANDI,金輪天地控股
01233,TIMES PPT,時代地產
01234,CHINA LILANG,中國利郎
01235,TRAVEL EXPERT,專業旅運
01236,NATIONAL AGRI,國農控股
01237,CH ENV TECH&BIO,中科生物
01238,POWERLONG,寶龍地產
01239,JIN BAO BAO H,金寶寶控股
01240,CNQC INT'L,青建國際
01241,SHUANGHUA H,雙樺控股
01243,WANG ON PPT,宏安地產
01245,NIRAKU,NIRAKU
01246,NGAISHUN HOLD,毅信控股
01247,MIKO INTL,米格國際控股
01249,TONLY ELEC,通力電子
01250,BE CLEAN ENERGY,北控清潔能源集團
01251,SPT ENERGY,華油能源
01252,CHINA TIANRUI,中國天瑞水泥
01253,GREENLAND BROAD,中國綠地博大綠澤
01255,S. CULTURE,港大零售
01257,CEB GREENTECH,中國光大綠色環保
01258,CHINFMINING,中國有色礦業
01259,CH CHILD CARE,中國兒童護理
01260,WONDERFUL SKY,皓天財經集團
01262,LABIXIAOXIN,蠟筆小新食品
01263,PC PARTNER,栢能集團
01265,TIANJINJINRAN,天津津燃公用
01266,XIWANG STEEL,西王特鋼
01268,MEIDONG AUTO,美東汽車
01269,FIRST CAP GP,首控集團
01270,LANGHAM-SS,朗廷—ＳＳ
01271,GRAND MING,佳明集團控股
01272,DATANG ENVIRO,大唐環境
01273,HK FINANCE GP,香港信貸
01277,KINETIC M&E,力量能源
01278,CHINANEWTOWN,中國新城鎮
01280,HUIYIN SMARTCOM,匯銀智慧社區
01281,LT SMART ENERGY,隆基泰和智慧能源
01282,CHINA GOLDJOY,中國金洋
01285,JIASHILI GP,嘉士利集團
01288,ABC,農業銀行
01289,SUNLIT SCI,盛力達科技
01290,CHINA HUIRONG,中國匯融
01292,CMA LOGISTICS,長安民生物流
01293,GRAND BAOXIN,廣匯寶信
01296,GUODIAN TECH,國電科環
01297,SINOSOFT TECH,中國擎天軟件
01298,TECHCOMP,天美（控股）
01299,AIA,友邦保險
01300,TRIGIANT,俊知集團
01301,D&G TECH,德基科技控股
01302,LIFETECH SCI,先健科技
01303,HUILI RES,滙力資源
01305,WAI CHI HOLD,偉志控股
01308,SITC,海豐國際
01310,HKBN,香港寬頻
01312,TONGFANG KONTA,同方康泰
01313,CHINARES CEMENT,華潤水泥控股
01314,TSUI WAH HLDG,翠華控股
01315,VISION FAME,允升國際
01316,NEXTEER,耐世特
01317,MAPLELEAF EDU,楓葉教育
01318,GREENS HOLDINGS,格菱控股
01319,OIWAHPAWN,靄華押業信貸
01321,CHINA NEWCITY,中國新城市
01322,CW GROUP HOLD,創達科技控股
01323,NEWTREE GROUP,NEWTREE GROUP
01326,PEGASUS ENT,天馬影視
01327,TIME2U,時間由你
01328,INT'L ELITE,精英國際
01329,CAPITAL JUDA,首創鉅大
01330,DYNAGREEN ENV,綠色動力環保
01332,CHINA TOUYUN,中國透雲
01333,CHINA ZHONGWANG,中國忠旺
01335,SHEEN TAI,順泰控股
01336,NCI,新華保險
01338,BAWANG GROUP,霸王集團
01339,PICC GROUP,中國人民保險集團
01340,HUISHENG INTL,惠生國際
01341,HAO TIAN INTL,昊天國際建投
01345,PIONEER PHARM,中國先鋒醫藥
01347,HUA HONG SEMI,華虹半導體
01348,QUALI-SMART,滉達富控股
01349,FUDANZHANGJIANG,復旦張江
01353,NUOQI,諾奇
01355,LEGEND STRAT,朸濬國際
01357,MEITU,美圖公司
01358,PW MEDTECH,普華和順
01359,CHINA CINDA,中國信達
01360,MEGAEXPO HLDG,MEGAEXPO HLDG
01361,361 DEGREES,３６１度
01362,SIS MOBILE,新龍移動
01363,CTEG,中滔環保
01365,RUNDONG AUTO,潤東汽車
01366,JIANGNAN GP,江南集團
01367,HANBO ENT HLDGS,恒寶企業控股
01368,XTEP INT'L,特步國際
01369,WUZHOU INT'L,五洲國際
01370,HENGSHIMINING,恒實礦業
01371,CHINA LOTSYN,華彩控股
01372,BISU TECH,比速科技
01373,IH RETAIL,國際家居零售
01375,CC SECURITIES,中州證券
01378,CHINAHONGQIAO,中國宏橋
01380,CHI KINGSTONE,中國金石
01381,CANVEST ENV,粵豐環保
01382,PACIFICTEXTILES,互太紡織
01383,SUNCITY GROUP,太陽城集團
01385,SHANGHAI FUDAN,上海復旦
01386,VESTATE GROUP,國投集團控股
01387,RENHE COMM,人和商業
01388,EMBRY HOLDINGS,安莉芳控股
01389,MAJOR HLDGS,美捷滙控股
01393,HIDILI INDUSTRY,恒鼎實業
01395,ELL ENV,強泰環保
01396,HYDOO INTL,毅德國際
01397,BAGUIO GREEN,碧瑤綠色集團
01398,ICBC,工商銀行
01399,SCUD GROUP,飛毛腿
01400,WANG TAI HLDG,宏太控股
01415,COWELL,高偉電子
01418,SINOMAX GROUP,盛諾集團
01419,HUMAN HEALTH,盈健醫療
01420,CHUAN HOLDING,川控股
01421,KINGBO STRIKE,工蓋有限公司
01428,BRIGHT SMART,耀才證券金融
01430,SUCHUANG GAS,蘇創燃氣
01431,YST DAIRY,原生態牧業
01432,CHINA SHENGMU,中國聖牧
01439,CH PACK DEV,中華包裝控股
01443,FULUM GP HLDG,富臨集團控股
01446,HUNGFOOKTONG,鴻福堂
01447,SFK,新福港
01448,FU SHOU YUAN,福壽園
01450,CENTURY SAGE,世紀睿科
01452,DENOX ENV,迪諾斯環保
01456,GUOLIAN SEC,國聯證券
01458,ZHOU HEI YA,周黑鴨
01459,JUJIANG CONS,巨匠建設
01460,ICO GROUP,揚科集團
01461,LUZHENG FUTURES,魯証期貨
01462,GOLD-FIN HLDG,金誠控股
01466,AFFLUENTPARTNER,錢唐控股
01468,UKF,英裘控股
01469,GET NICE FIN,結好金融
01470,TIC TAC INT'L,滴達國際
01476,HENGTOU SEC,恒投證券
01478,Q TECH,丘鈦科技
01480,YAN TAT GROUP,恩達集團控股
01483,U BANQUET GP,譽宴集團
01486,C CHENG HLDGS,思城控股
01488,BEST FOOD HLDG,百福控股
01492,ZHONGDI DAIRY,中地乳業
01495,JIYIHOUSEHOLD,集一家居
01496,AP RENTALS,亞積邦租賃
01498,PURAPHARM,培力控股
01499,LEAP HLDGS GP,前進控股集團
01500,INCON,現恆建築
01508,CHINA RE,中國再保險
01509,HARMONICARE,和美醫療
01513,LIVZON PHARMA,麗珠醫藥
01515,CRPHOENIXHEALTH,華潤鳳凰醫療
01518,NC HEALTHCARE,新世紀醫療
01520,RUNWAY GLOBAL,時尚環球
01522,C CITYRAILTEC,中國城市軌道科技
01523,PLOVER BAY TECH,珩灣科技
01526,RICI HEALTH,瑞慈醫療
01527,TENGY ENV,天潔環境
01528,RS MACALLINE,紅星美凱龍
01530,3SBIO,三生製藥
01532,CHINA PARTYTIME,中國派對文化
01533,ZHUANGYUAN PA,莊園牧場
01536,YUK WING GP,煜榮集團
01538,ZHONG AO HOME,中奧到家
01539,SYNERGY GROUP,滙能集團
01543,JOIN-SHARE,中盈盛達融資擔保
01547,IBI GROUP HLDGS,IBI GROUP HLDGS
01548,GENSCRIPT BIO,金斯瑞生物科技
01549,EVER HARVEST GP,永豐集團控股
01555,MIE HOLDINGS,ＭＩ能源
01556,CHINNEY KW,建業建榮
01557,K.H. GP HLDGS,劍虹集團控股
01558,HEC PHARM,東陽光藥
01559,KWAN ON HLDGS,均安控股
01560,STAR PROPERTIES,星星地產
01561,MANFIELD CHEM,萬輝化工
01565,VIRSCEND EDU,成實外教育
01566,CHINA ANIMATION,華夏動漫
01568,SUNDART HLDGS,承達集團
01569,MINSHENG EDU,民生教育
01570,WEIYE HOLDINGS,偉業控股
01572,CHINA ART FIN,中國藝術金融
01573,CH UNIENERGY,中國優質能源
01575,MORRIS HOLD,慕容控股
01577,HUIXIN CREDIT,匯鑫小貸
01578,BANK OF TIANJIN,天津銀行
01579,YIHAI INTL,頤海國際
01580,DA SEN HLDGS,大森控股
01581,PROGRESSIVE P,進昇集團控股
01583,QINQIN FOODS,親親食品
01585,YADEA,雅迪控股
01586,CHINA LEON,中國力鴻
01588,CHANJET,暢捷通
01589,CNLP,中國物流資產
01591,SHUN WO GROUP,汛和集團
01596,YICHEN IND,翼辰實業
01599,UCD,城建設計
01600,TIAN LUN GAS,天倫燃氣
01606,CDB LEASING,國銀租賃
01608,VPOWER GROUP,偉能集團
01609,CHONG KIN GP,創建集團控股
01610,COFCO MEAT,中糧肉食
01611,PANTRONICS HLDG,桐成控股
01612,VINCENT MED,永勝醫療
01613,SYNERTONE,協同通信
01616,SILVERMAN HL,銀仕來控股
01617,NANFANG COMM,南方通信
01618,MCC,中國中冶
01619,TIANHE CHEM,天合化工
01622,REDCO PPT,力高地產
01623,HILONG,海隆控股
01626,JIA YAO HLDGS,嘉耀控股
01627,ABLE ENG HLDGS,安保工程控股
01628,YUZHOU PPT,禹洲地產
01629,MENGKE HLDGS,盟科控股
01632,FOODWISE HLDG,膳源控股
01633,SHEUNG YUE GP,上諭集團
01635,DZUG,大眾公用
01636,CMRU,中國金屬利用
01637,SH GROUP HLDG,順興集團控股
01638,KAISA GROUP,佳兆業集團
01639,AKM INDUSTRIAL,安捷利實業
01647,SHIS LTD,SHIS LTD
01655,OKURA HOLDINGS,OKURA HOLDINGS
01656,ISDN HOLDINGS,億仕登控股
01658,PSBC,郵儲銀行
01660,SANROC INT'L,善樂國際
01661,WISDOM SPORTS,智美體育
01662,YEE HOP HLDGS,義合控股
01663,S HARBOURHOLD,漢港控股
01666,TONG REN TANG,同仁堂科技
01667,MILESTONE BUILD,進階發展
01668,CHINASOUTHCITY,華南城
01669,GIC GROUP,環球信貸集團
01673,HUAZHANG TECH,華章科技
01678,CREATIVE GLOBAL,中創環球
01679,RISECOMM GP,瑞斯康集團
01680,MACAU LEGEND,澳門勵駿
01681,CONSUN PHARMA,康臣葯業
01682,HIGHLIGHT IOT,高銳中國物聯
01683,ROYAL CHINA INT,皇中國際
01685,BOER POWER,博耳電力
01689,HUAXIHOLDINGS,華禧控股
01698,BOSHIWA INT'L,博士蛙國際
01699,PUTIAN FOOD,普甜食品
01700,SPRINGLAND,華地國際控股
01708,SAMPLE TECH,三寶科技
01717,AUSNUTRIA,澳優
01718,WAN KEI GROUP,宏基集團控股
01728,ZHENGTONGAUTO,正通汽車
01733,E-COMMODITIES,易大宗
01738,FS ANTHRACITE,飛尚無煙煤
01766,CRRC,中國中車
01771,SUNFONDA GP,新豐泰集團
01776,GF SEC,廣發証券
01777,FANTASIA,花樣年控股
01778,COLOUR LIFE,彩生活
01786,CRCCE,鐵建裝備
01788,GUOTAI JUNAN I,國泰君安國際
01798,DATANG RENEW,大唐新能源
01799,XINTE ENERGY,新特能源
01800,CHINA COMM CONS,中國交通建設
01803,BJ SPORTS & ENT,北京體育文化
01808,ENTERPRISE DEV,企展控股
01811,CGN NEW ENERGY,中廣核新能源
01812,CHENMING PAPER,晨鳴紙業
01813,KWG PROPERTY,合景泰富
01816,CGN POWER,中廣核電力
01818,ZHAOJIN MINING,招金礦業
01819,FUGUINIAO,富貴鳥
01822,HONGDA FIN,弘達金融控股
01823,HUAYUEXPRESSWAY,華昱高速
01828,DCH HOLDINGS,大昌行集團
01829,CMEC,中國機械工程
01830,PERFECT SHAPE,必瘦站
01831,SHIFANG HLDG,十方控股
01836,STELLA HOLDINGS,九興控股
01838,CHINAPROPERTIES,CHINAPROPERTIES
01848,CALC,中國飛機租賃
01856,ERNEST BOREL,依波路
01858,CHUNLI MEDICAL,春立醫療
01862,JINGRUI HLDGS,景瑞控股
01863,CHI LONGEVITY,中國龍天集團
01866,CHINA XLX FERT,中國心連心化肥
01868,NEO-NEON,同方友友
01878,SOUTHGOBI-S,南戈壁—Ｓ
01880,BELLE INT'L,百麗國際
01882,HAITIAN INT'L,海天國際
01883,CITIC TELECOM,中信國際電訊
01884,EPRINT GROUP,ＥＰＲＩＮＴ集團
01885,CH WOOD OPT,中國優材
01886,HUIYUAN JUICE,匯源果汁
01888,KB LAMINATES,建滔積層板
01889,WUYI PHARMA,武夷藥業
01893,SINOMA,中材股份
01898,CHINA COAL,中煤能源
01899,XINGDA INT'L,興達國際
01900,CHINA ITS,中國智能交通
01908,C&D INTL GROUP,建發國際集團
01910,SAMSONITE,新秀麗
01913,PRADA,普拉達
01918,SUNAC,融創中國
01919,COSCO SHIP HOLD,中遠海控
01928,SANDS CHINA LTD,金沙中國有限公司
01929,CHOW TAI FOOK,周大福
01938,CHU KONG PIPE,珠江鋼管
01958,BAIC MOTOR,北京汽車
01963,BCQ,重慶銀行
01966,CHINA SCE PPT,中駿置業
01970,IMAX CHINA,IMAX CHINA
01972,SWIREPROPERTIES,太古地產
01979,TEN PAO GROUP,天寶集團
01980,TIANGE,天鴿互動
01982,NAMESON HLDGS,南旋控股
01985,MICROWARE,美高域
01986,TSAKER CHEM,彩客化學
01988,MINSHENG BANK,民生銀行
01989,PINE CARE GP,松齡護老集團
01991,TA YANG GROUP,大洋集團
01993,ASIARAY,雅仕維
01998,FLYKE INT'L,飛克國際
01999,MAN WAH HLDGS,敏華控股
02000,SIM TECH,晨訊科技
02001,NEW HIGHER EDU,新高教集團
02002,SUNSHINE PAPER,陽光紙業
02005,SSY GROUP,石四藥集團
02006,JINJIANG HOTELS,錦江酒店
02007,COUNTRY GARDEN,碧桂園
02008,PHOENIX TV,鳳凰衛視
02009,BBMG,金隅股份
02010,REAL NUTRI,瑞年國際
02011,KEE,KEE
02012,SUNSHINE OIL,陽光油砂
02014,OZNER WATER,浩澤淨水
02016,CZBANK,浙商銀行
02017,CHANHIGH,滄海控股
02018,AAC TECH,瑞聲科技
02020,ANTA SPORTS,安踏體育
